DATE,PPI_pct_change,Real_GDP_pct_change,Industrial_production_pct_change,Consumer_sentiment_diff,Unemployment_rate_diff,CPI_log
2000-07-31,0.6914487032852893,0.3205367332485591,0.25903165411206114,-0.6166666666666671,0.0,-1.3016943750537695
2001-01-31,0.7765338712135953,0.04487333085691492,-0.17017246946497422,-2.2666666666666657,0.03333333333333336,-1.1390671227881946
2001-07-31,-0.7979635152169614,0.03731062248745939,-0.48746002393671994,-0.38333333333333286,0.06666666666666658,-1.1149758823440332
2002-01-31,-0.6177843675888547,0.18518901738191484,-0.14375791810861127,0.09999999999999905,0.18333333333333343,-1.2560306082216675
2002-07-31,0.3480954789366682,0.16986966900681688,0.40714890730625214,-0.8166666666666677,0.016666666666666607,-1.6766658403452874
2003-01-31,0.5163044506128404,0.10837450639283504,0.09160364058830213,-0.9499999999999981,0.0,-1.1899769047802657
2003-07-31,0.31009244926863594,0.4248036049737595,-0.02681367823440343,1.4166666666666667,0.06666666666666672,-1.60621425652831
2004-01-31,0.44410394469607817,0.2878954753555411,0.24445827483508173,2.1499999999999986,-0.08333333333333333,-0.826127404464946
2004-07-31,0.6960540508077484,0.2872577020892016,0.22136947710165722,-1.1833333333333325,-0.03333333333333336,-1.1366109440175045
2005-01-31,0.3947232864464985,0.3549285804694639,0.4110575816654638,-0.20000000000000048,-0.03333333333333336,-1.8677870613517873
2005-07-31,0.5899124218266882,0.21273974821967023,0.16699013211259697,0.16666666666666666,-0.04999999999999997,-1.3163393402864694
2006-01-31,0.8470549252101204,0.3168167180232014,0.22579981227694446,-0.8833333333333329,-0.04999999999999997,-0.48124515631221043
2006-07-31,0.25594128835612073,0.06811811485451698,0.14364465025895612,-1.0833333333333333,0.0,-0.9824306844637242
2007-01-31,-0.27386804606181664,0.19338091121958723,0.13191820368797513,2.0333333333333337,-0.016666666666666757,-1.7386282978411494
2007-07-31,1.0985901643580709,0.19796462565931186,0.28951543804255353,-1.0833333333333333,0.016666666666666757,-0.7621331109778974
2008-01-31,0.5615668873926893,0.03357873515219175,0.10748145605642412,-2.0,0.04999999999999997,-1.006478787709329
2008-07-31,2.1408936255579047,0.011695035216008343,-0.4503322628230518,-2.866666666666667,0.1333333333333333,-0.44797186305406683
2009-01-31,-2.977121166110552,-0.5539834821300696,-1.9304303092605333,0.0,0.3333333333333333,-0.8318536837602007
2009-07-31,0.13244408500681093,0.02875690742332367,-0.5094597928692638,0.7999999999999995,0.2833333333333334,-1.0648151609038472
2010-01-31,0.8917899157281491,0.26090243356452864,0.6709430528221408,1.400000000000001,0.05000000000000012,-1.9004085428662556
2010-07-31,0.2027470009452581,0.2897785090599532,0.5655033581065968,-1.1000000000000014,-0.06666666666666672,-2.7677321111208872
2011-01-31,0.7650721797326288,0.04798422728630921,0.20472082873178032,1.0666666666666675,-0.05000000000000012,-2.0965013260395016
2011-07-31,1.0067829956955248,0.1090449262044213,0.1977761824409193,-1.75,-0.016666666666666607,-1.1289330066770387
2012-01-31,-0.31823246503873875,0.32693997945494324,0.39582936147616693,1.8833333333333329,-0.11666666666666654,-1.0761439339729277
2012-07-31,-0.04672768333937779,0.09839379058137476,0.1571432172703946,-0.45000000000000046,-0.016666666666666902,-0.6751040871984176
2013-01-31,0.20165835015935793,0.18370020293736836,0.08589387520469005,0.25,-0.033333333333333215,-1.0443713418723835
2013-07-31,0.1564545122044921,0.1865049839828862,0.12310905090454811,1.8833333333333329,-0.1166666666666667,-1.60898259657309
2014-01-31,-0.047440852837314175,0.08777429469041438,0.18364442735946396,-0.6499999999999986,-0.1166666666666667,-1.3707635510676897
2014-07-31,0.34141314891631785,0.4178722564216808,0.4627458861338307,0.09999999999999905,-0.06666666666666658,-1.3106939101873134
2015-01-31,-1.3220922105540434,0.2343696856296281,0.0004402097202260702,2.7166666666666663,-0.08333333333333333,-1.4182889032493406
2015-07-31,0.1664517888252818,0.169941691335281,-0.2771667944993968,-0.8333333333333334,-0.08333333333333333,-1.612313816748087
2016-01-31,-0.9953059486239554,0.12733308875144309,-0.27319661724253447,-0.18333333333333238,-0.06666666666666672,-1.7999314435992657
2016-07-31,0.46236769540317263,0.17175238725279188,-0.09878680089506948,-0.3333333333333333,0.0,-1.41536391615625
2017-01-31,0.2669513512016608,0.17353155379837096,-0.004356278921395044,1.4166666666666667,-0.016666666666666607,-2.212321173639659
2017-07-31,0.2437835230458633,0.22473278214430273,0.21432666498255593,-0.8499999999999991,-0.06666666666666672,-1.8245442776271872
2018-01-31,0.37578628941239794,0.32340940476458524,0.23286665644201934,0.38333333333333286,-0.04999999999999997,-2.5156879077779983
2018-07-31,0.5330183297981184,0.19242042772073345,0.30706568983812815,0.36666666666666714,-0.03333333333333336,-1.8187653312287135
2019-01-31,-0.42717822857198756,0.1141242247384618,0.0013739120959717817,-1.1166666666666671,0.03333333333333336,-1.9580079975348805
2019-07-31,0.13475461779295372,0.32697395777166643,-0.21905934362423385,1.2000000000000004,-0.04999999999999997,-1.5536503537089714
2020-01-31,-0.1160034152696628,-0.1202577123907959,-0.10783418338066915,0.23333333333333192,-0.01666666666666668,-1.568232628513601
2020-07-31,-0.5132313655035118,-0.02196614980666256,-0.85400510481116,-4.55,1.0999999999999999,-3.5497381253754265
2021-01-31,0.9954641370913361,0.3867908833241877,0.6583151403801298,1.0833333333333333,-0.6333333333333332,-1.9813728212431139
2021-07-31,2.09166010795917,0.38901977187804454,0.22704357121744825,0.36666666666666714,-0.16666666666666666,-0.36164403146277807
2022-01-31,1.0279277725615488,0.1998488265777624,0.1932492955703117,-2.3333333333333335,-0.2333333333333334,-0.8548537242925135
2022-07-31,1.6957416506499328,0.08622440143225367,0.3005739800438186,-2.616666666666667,-0.08333333333333333,-0.25105954938436026
2023-01-31,-0.7476643318849767,0.19863384218716065,-0.04688075844398824,2.2333333333333343,-0.01666666666666668,-0.7744900845782561
2023-07-31,-0.41253231829120146,0.28416551018460484,0.05341324225860792,1.099999999999999,0.01666666666666668,-1.089335579843335
2024-01-31,-0.16088563136446207,0.19815533395087423,-0.2573423269421393,1.25,0.03333333333333336,-0.7750738730231735
2024-07-31,0.4232906972199228,0.1171615209832259,0.4094007369188579,-2.1599999999999993,0.09999999999999994,-0.45800675747595926
